year,run_length,rating,num_raters,num_reviews,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,release_year,country,Australia,Brazil,Canada,China,France,Germany,Hungary,India,Ireland,Italy,Japan,Kazakhstan,Malaysia,Mexico,Netherlands,Poland,Portugal,South Korea,Soviet Union,Sweden,Turkey,UK,USA
1942,102,8.5,506322,1292,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1943,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,123,7.8,503964,1255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,143,7.2,462941,902,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,95,7.7,461834,601,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,118,7.4,460023,370,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,103,8.0,448222,618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,105,7.9,434955,656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,135,7.6,413896,1136,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,122,5.2,413326,1654,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,128,7.4,393039,702,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,123,7.7,387452,501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,116,7.1,384072,587,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,94,7.7,376680,609,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1958,128,8.3,348647,848,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1958,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,92,7.0,348230,339,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,129,6.9,343791,584,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,116,7.0,337271,1173,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,126,7.7,334274,679,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,109,6.5,332366,238,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,104,6.8,327950,302,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,119,6.9,326314,667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,99,6.8,318838,505,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,134,7.7,315187,2337,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,136,7.7,313248,2667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,109,7.4,312919,522,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,100,7.6,310708,428,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,94,7.8,309368,438,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,108,7.0,304804,517,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,125,4.1,291846,1543,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,118,6.6,290474,410,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,97,7.3,287665,616,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,108,6.7,287564,330,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,119,7.1,284962,649,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1939,238,8.1,281474,870,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1940,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,119,7.0,279357,334,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,112,7.2,269450,316,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,139,7.7,268396,539,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,124,7.1,263330,669,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,127,7.6,261663,2352,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,125,6.8,261604,563,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,101,8.1,259505,491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,111,7.1,257218,367,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1967,106,8.0,248509,747,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1967,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,115,6.3,247839,440,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1977,93,8.0,247004,534,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1977,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,129,7.8,244775,1158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,136,6.9,243067,1294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,123,7.8,241646,650,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,106,7.0,238519,473,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,96,7.1,237781,398,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1959,121,8.2,236307,416,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1959,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,139,7.3,235416,366,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,136,6.9,235047,560,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1978,110,7.2,230215,415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1978,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,124,7.6,226284,431,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,80,8.0,226255,542,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,100,7.9,226187,661,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,90,6.5,224896,338,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,97,7.2,224185,985,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,137,8.0,219894,1178,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,97,6.7,218715,588,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,119,6.7,218197,587,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,98,6.9,215679,378,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,117,6.4,215475,271,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1952,103,8.3,211370,664,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1952,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,141,7.8,210352,393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,178,7.2,208791,799,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,108,6.4,208596,752,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,108,6.2,208289,214,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,119,7.2,207454,646,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,Ireland,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,120,6.7,205296,576,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,102,7.4,204812,973,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,116,6.4,203365,383,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,124,7.6,201777,786,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,119,7.9,200842,537,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,96,6.4,199488,195,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,104,7.2,198838,952,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,109,6.7,197489,540,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,106,7.4,197474,457,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,126,7.0,197346,276,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,132,7.9,195583,951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,101,7.4,195515,1010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2002,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1987,100,7.0,194838,462,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1987,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,105,7.0,191014,234,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,127,7.0,190746,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,119,7.3,190069,486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1989,95,7.6,189079,326,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1989,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,92,5.6,189027,325,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,148,8.8,1981675,3820,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,164,8.4,1470329,2979,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,140,8.2,1269027,2885,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,143,8.0,1236048,1929,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,121,8.0,1017405,1390,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1985,116,8.5,1015004,1176,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1985,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,126,7.9,915640,1319,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,108,8.0,876091,1440,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1981,115,8.4,859523,931,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,120,8.1,848011,1990,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,138,7.9,841234,4794,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,127,8.1,836793,1133,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,142,7.2,826505,2037,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,149,8.4,784777,4248,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,130,7.2,735568,1314,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,141,7.3,717521,1303,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,136,7.7,714445,937,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,124,7.0,701922,881,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,99,8.1,681915,865,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,143,7.0,675229,2747,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1989,127,8.2,672206,567,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,121,7.3,671751,2124,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2002,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,132,8.0,647269,821,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,147,7.8,638731,1410,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1986,137,8.3,635164,1280,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1986,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,131,7.7,634147,767,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,143,7.7,617644,1587,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,151,6.4,608225,3696,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,146,7.5,600099,720,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,134,7.3,587388,3190,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,144,7.0,586895,1869,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1968,149,8.3,582718,2143,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1968,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,113,7.9,581938,967,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,129,7.7,575952,935,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,127,7.9,570077,1650,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,144,8.0,566966,2401,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,124,7.0,566272,1531,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,104,7.4,559246,1447,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,124,7.0,557986,2543,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,130,7.9,557591,1576,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,117,7.3,549076,718,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,136,7.6,544357,1044,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,133,7.8,534483,1763,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1975,124,8.0,531977,1203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1975,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,127,7.3,529344,1450,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,145,7.0,516789,939,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
